URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
Netclan20241017,https://insights.blackcoffer.com/ai-and-ml-based-youtube-analytics-and-content-creation-tool-for-optimizing-subscriber-engagement-and-content-strategy/,4,0,0.9999997500000625,0.0377358487006052,17.666666666666668,0.39622641509433965,7.225157232704404,17.666666666666668,42,106,2.2641509433962264,1,7.254716981132075
Netclan20241018,https://insights.blackcoffer.com/enhancing-front-end-features-and-functionality-for-improved-user-experience-and-dashboard-accuracy-in-partner-hospital-application/,9,7,0.12499999218750048,0.04456824500120266,9.972222222222221,0.31197771587743733,4.113679975239864,9.972222222222221,112,359,2.1727019498607243,13,6.813370473537605
Netclan20241019,https://insights.blackcoffer.com/roas-dashboard-for-campaign-wise-google-ads-budget-tracking-using-google-ads-ap/,11,2,0.6923076390532585,0.09285714219387756,17.5,0.3,7.120000000000001,17.5,42,140,2.1714285714285713,1,6.857142857142857
Netclan20241020,https://insights.blackcoffer.com/efficient-processing-and-analysis-of-financial-data-from-pdf-files-addressing-formatting-inconsistencies-and-ensuring-data-integrity-for-a-toyota-dealership-management-firm/,23,10,0.3939393820018369,0.09166666641203704,13.333333333333334,0.49444444444444446,5.531111111111112,13.333333333333334,178,360,2.575,6,7.855555555555555
Netclan20241021,https://insights.blackcoffer.com/development-of-ea-robot-for-automated-trading/,2,0,0.99999950000025,0.015999999872,9.615384615384615,0.384,3.999753846153846,9.615384615384615,48,125,2.36,1,7.176
Netclan20241022,https://insights.blackcoffer.com/ai-and-ml-based-youtube-analytics-and-content-creation-tool-for-optimizing-subscriber-engagement-and-content-strategy/,4,0,0.9999997500000625,0.0377358487006052,17.666666666666668,0.39622641509433965,7.225157232704404,17.666666666666668,42,106,2.2641509433962264,1,7.254716981132075
Netclan20241023,https://insights.blackcoffer.com/enhancing-front-end-features-and-functionality-for-improved-user-experience-and-dashboard-accuracy-in-partner-hospital-application/,9,7,0.12499999218750048,0.04456824500120266,9.972222222222221,0.31197771587743733,4.113679975239864,9.972222222222221,112,359,2.1727019498607243,13,6.813370473537605
Netclan20241024,https://insights.blackcoffer.com/roas-dashboard-for-campaign-wise-google-ads-budget-tracking-using-google-ads-ap/,11,2,0.6923076390532585,0.09285714219387756,17.5,0.3,7.120000000000001,17.5,42,140,2.1714285714285713,1,6.857142857142857
Netclan20241025,https://insights.blackcoffer.com/efficient-processing-and-analysis-of-financial-data-from-pdf-files-addressing-formatting-inconsistencies-and-ensuring-data-integrity-for-a-toyota-dealership-management-firm/,23,10,0.3939393820018369,0.09166666641203704,13.333333333333334,0.49444444444444446,5.531111111111112,13.333333333333334,178,360,2.575,6,7.855555555555555
Netclan20241026,https://insights.blackcoffer.com/transforming-and-managing-a-large-scale-sql-pedigree-database-to-neo4j-graph-db/,56,21,0.4545454486422669,0.07396733902596797,10.515151515151516,0.4755043227665706,4.3962623351672345,10.515151515151516,495,1041,2.5542747358309317,1,7.787704130643612
Netclan20241027,https://insights.blackcoffer.com/enhancing-model-accuracy-from-58-to-over-90-strategies-for-improving-predictive-performance/,18,6,0.4999999791666675,0.08633093494125563,12.636363636363637,0.4784172661870504,5.245912361020275,12.636363636363637,133,278,2.6115107913669067,2,7.76978417266187
Netclan20241028,https://insights.blackcoffer.com/securing-sensitive-financial-data-with-privacy-preserving-machine-learning-for-predictive-analytics/,27,2,0.8620689357907263,0.07532467512902682,14.807692307692308,0.5194805194805194,6.130869130869131,14.807692307692308,200,385,2.657142857142857,7,7.958441558441558
Netclan20241029,https://insights.blackcoffer.com/enhancing-data-collection-for-research-institutions-addressing-survey-fatigue-and-incorporating-verbal-communication-for-richer-insights/,20,4,0.66666663888889,0.10859728457648288,12.277777777777779,0.416289592760181,5.077626948215184,12.277777777777779,92,221,2.48868778280543,5,8.081447963800905
Netclan20241030,https://insights.blackcoffer.com/analyzing-the-impact-of-positive-emotions-and-pandemic-severity-on-mental-health-and-resilience-among-entrepreneurs-insights-and-predictive-modeling/,13,4,0.5294117335640156,0.07203389799985636,15.733333333333333,0.4703389830508475,6.481468926553672,15.733333333333333,111,236,2.5466101694915255,6,7.953389830508475
Netclan20241031,https://insights.blackcoffer.com/dynamic-brand-centric-dashboard-for-automotive-dealerships-pdf-to-financial-insights-with-flask-react-architecture-and-aws-cloud-hosting/,57,16,0.5616438279226873,0.09720372823275136,11.378787878787879,0.45539280958721706,4.733672275350038,11.378787878787879,342,751,2.5059920106524634,11,7.672436750998669
Netclan20241032,https://insights.blackcoffer.com/cloud-based-data-modeling-and-analysis-platform-with-drag-and-drop-interface-and-openai-api-integration-for-simulation-insights/,7,0,0.9999998571428775,0.04166666641865079,12.0,0.39285714285714285,4.957142857142857,12.0,66,168,2.3452380952380953,1,7.178571428571429
Netclan20241033,https://insights.blackcoffer.com/voter-profile-analysis-and-search-application-for-targeted-campaign-engagement-using-government-voter-data/,40,6,0.7391304187145562,0.09465020556656337,13.5,0.49794238683127573,5.599176954732511,13.5,242,486,2.6213991769547325,28,7.948559670781893
Netclan20241034,https://insights.blackcoffer.com/bert-based-classification-of-individuals-and-organizations-into-two-categories-using-natural-language-processing/,6,3,0.33333329629630043,0.07563025146529201,11.9,0.36134453781512604,4.9045378151260515,11.9,43,119,2.302521008403361,4,7.218487394957983
Netclan20241035,https://insights.blackcoffer.com/comprehensive-analysis-of-solana-and-ethereum-contributors-using-github-api-with-comparative-study-of-1000-random-github-profiles/,13,4,0.5294117335640156,0.08292682886377156,14.642857142857142,0.4195121951219512,6.024947735191638,14.642857142857142,86,205,2.5170731707317073,3,7.458536585365854
Netclan20241036,https://insights.blackcoffer.com/powerbi-rest-api-fetching-dataflow-and-refresh-schedules-with-semantic-models/,20,4,0.66666663888889,0.12371133956849825,12.125,0.422680412371134,5.019072164948454,12.125,82,194,2.4278350515463916,3,7.314432989690721
Netclan20241037,https://insights.blackcoffer.com/automated-job-data-import-and-management-solution-for-enhanced-efficiency/,9,1,0.7999999200000081,0.05952380916950114,8.0,0.31547619047619047,3.326190476190476,8.0,53,168,2.2916666666666665,2,6.9226190476190474
Netclan20241038,https://insights.blackcoffer.com/data-analytics-and-optimization-solution-for-enhancing-renewable-energy-efficiency/,11,1,0.8333332638888947,0.06349206315612665,8.590909090909092,0.455026455026455,3.6183742183742194,8.590909090909092,86,189,2.560846560846561,2,7.671957671957672
Netclan20241039,https://insights.blackcoffer.com/time-series-analysis-and-trend-forecasting-solution-for-predicting-news-trends/,11,1,0.8333332638888947,0.0674157299583386,8.476190476190476,0.34831460674157305,3.5298020331728197,8.476190476190476,62,178,2.2865168539325844,2,7.348314606741573
Netclan20241040,https://insights.blackcoffer.com/advanced-data-visualization-solutions-for-monitoring-key-business-metrics-with-integrated-interactive-dashboards/,15,0,0.9999999333333378,0.08474576223307478,8.045454545454545,0.3954802259887006,3.3763739085772984,8.045454545454545,70,177,2.446327683615819,2,7.7175141242937855
Netclan20241041,https://insights.blackcoffer.com/advanced-patient-data-analysis-solution-for-trend-identification-and-improved-healthcare-outcome/,17,1,0.8888888395061756,0.09999999944444445,8.181818181818182,0.34444444444444444,3.410505050505051,8.181818181818182,62,180,2.411111111111111,2,7.594444444444444
Netclan20241042,https://insights.blackcoffer.com/anomaly-detection-and-analysis-for-enhanced-data-integrity-and-user-experience-on-bright-datas-website/,11,7,0.2222222098765439,0.09424083720292756,8.681818181818182,0.4031413612565445,3.6339838172298906,8.681818181818182,77,191,2.413612565445026,2,7.287958115183246
Netclan20241043,https://insights.blackcoffer.com/building-custom-tflite-models-and-benchmarking-on-voxl2-chips/,10,0,0.99999990000001,0.060240963492524315,13.833333333333334,0.3674698795180723,5.680321285140563,13.833333333333334,61,166,2.3012048192771086,2,7.692771084337349
Netclan20241044,https://insights.blackcoffer.com/sports-prediction-model-for-multiple-sports-leagues/,18,0,0.9999999444444475,0.06293706271700328,15.052631578947368,0.34615384615384615,6.159514170040486,15.052631578947368,99,286,2.272727272727273,1,7.293706293706293
Netclan20241045,https://insights.blackcoffer.com/efficient-coach-allocation-system-for-sports-coaching-organization/,13,4,0.5294117335640156,0.07327586175312129,12.88888888888889,0.3275862068965517,5.286590038314177,12.88888888888889,76,232,2.2327586206896552,4,7.241379310344827
Netclan20241046,https://insights.blackcoffer.com/data-studio-dashboard-with-a-data-pipeline-tool-synced-with-podio-using-custom-webhooks-and-google-cloud-function-2/,22,4,0.6923076656804744,0.07761194006683003,10.806451612903226,0.3373134328358209,4.457506018295619,10.806451612903226,113,335,2.343283582089552,1,7.298507462686567
Netclan20241047,https://insights.blackcoffer.com/ai-driven-backend-for-audio-to-text-conversion-and-analytical-assessment-in-pharmaceutical-practice/,9,2,0.636363578512402,0.04700854680765578,12.31578947368421,0.3504273504273504,5.066486729644625,12.31578947368421,82,234,2.3632478632478633,2,7.1068376068376065
Netclan20241048,https://insights.blackcoffer.com/cloud-based-web-application-for-financial-data-processing-and-visualization-of-sp-500-metrics/,47,13,0.5666666572222224,0.13157894707987072,14.709677419354838,0.4144736842105263,6.049660441426146,14.709677419354838,189,456,2.5526315789473686,8,7.892543859649122
Netclan20241049,https://insights.blackcoffer.com/department-wise-kpi-tracking-dashboard-with-technician-performance-analysis-for-atoz-dependable-service/,15,2,0.7647058373702448,0.04415584404115365,12.833333333333334,0.2597402597402597,5.237229437229438,12.833333333333334,100,385,2.0753246753246755,1,6.740259740259741
Netclan20241050,https://insights.blackcoffer.com/steps-to-convert-a-node-js-api-to-python-for-aws-lambda-deployment/,20,5,0.599999976000001,0.11210762281566089,13.117647058823529,0.35874439461883406,5.390556581376945,13.117647058823529,80,223,2.381165919282511,1,7.614349775784754
Netclan20241051,https://insights.blackcoffer.com/building-an-analytics-dashboard-with-a-pdf-parsing-pipeline-for-data-extraction/,30,24,0.11111110905349798,0.06345475903236808,8.425742574257425,0.35135135135135137,3.5108375702435106,8.425742574257425,299,851,2.353701527614571,1,7.4112808460634545
Netclan20241052,https://insights.blackcoffer.com/building-a-real-time-log-file-visualization-dashboard-in-kibana/,15,19,-0.11764705536332191,0.07589285697345345,11.487179487179487,0.36607142857142855,4.741300366300367,11.487179487179487,164,448,2.3013392857142856,2,7.107142857142857
Netclan20241053,https://insights.blackcoffer.com/analyzing-the-impact-of-female-ceo-appointments-on-company-stock-prices/,18,6,0.4999999791666675,0.05357142845184949,10.181818181818182,0.4955357142857143,4.270941558441558,10.181818181818182,222,448,2.5892857142857144,9,7.908482142857143
Netclan20241054,https://insights.blackcoffer.com/ai-chatbot-using-llm-langchain-llama/,11,1,0.8333332638888947,0.051724137708085614,14.5,0.40086206896551724,5.960344827586208,14.5,93,232,2.4051724137931036,1,7.461206896551724
Netclan20241055,https://insights.blackcoffer.com/healthcare-ai-chatbot-using-llama-llm-langchain/,16,3,0.684210490304711,0.05604719747478703,4.346153846153846,0.25958702064896755,1.8422963467211255,4.346153846153846,88,339,2.0855457227138645,32,6.563421828908554
Netclan20241056,https://insights.blackcoffer.com/ai-bot-audio-to-audio/,1,0,0.9999990000010001,0.020833332899305567,48.0,0.4166666666666667,19.366666666666667,48.0,20,48,2.4166666666666665,0,7.395833333333333
Netclan20241057,https://insights.blackcoffer.com/recommendation-engine-for-insurance-sector-to-expand-business-in-the-rural-area/,10,1,0.8181817438016598,0.06321839044127361,17.4,0.367816091954023,7.107126436781609,17.4,64,174,2.3505747126436782,2,7.293103448275862
Netclan20241058,https://insights.blackcoffer.com/data-from-crm-via-zapier-to-google-sheets-dynamic-to-powerbi/,10,0,0.99999990000001,0.08928571348852042,9.333333333333334,0.2767857142857143,3.844047619047619,9.333333333333334,31,112,2.080357142857143,4,6.660714285714286
Netclan20241059,https://insights.blackcoffer.com/data-warehouse-to-google-data-studio-looker-dashboard/,5,0,0.99999980000004,0.035460992656305014,11.75,0.24822695035460993,4.7992907801418445,11.75,35,141,2.099290780141844,10,6.921985815602837
Netclan20241060,https://insights.blackcoffer.com/crm-monday-com-via-zapier-to-power-bi-dashboard/,12,3,0.5999999600000027,0.09090909035812672,6.6,0.23636363636363636,2.7345454545454544,6.6,39,165,1.993939393939394,20,6.375757575757576
Netclan20241061,https://insights.blackcoffer.com/monday-com-to-kpi-dashboard-to-manage-view-and-generate-insights-from-the-crm-data/,16,6,0.4545454338842984,0.12571428499591839,6.25,0.29714285714285715,2.618857142857143,6.25,52,175,2.0,8,6.502857142857143
Netclan20241062,https://insights.blackcoffer.com/data-management-for-a-political-saas-application/,5,3,0.24999996875000394,0.041025640815253124,8.478260869565217,0.3384615384615385,3.5266889632107024,8.478260869565217,66,195,2.1487179487179486,2,7.02051282051282
Netclan20241063,https://insights.blackcoffer.com/google-lsa-ads-google-local-service-ads-etl-tools-and-dashboards/,5,0,0.99999980000004,0.03649635009856679,13.7,0.27007299270072993,5.588029197080292,13.7,37,137,2.116788321167883,1,6.8321167883211675
Netclan20241064,https://insights.blackcoffer.com/ad-networks-marketing-campaign-data-dashboard-in-looker-google-data-studio/,4,0,0.9999997500000625,0.05714285632653063,23.333333333333332,0.32857142857142857,9.464761904761906,23.333333333333332,23,70,2.2142857142857144,1,7.042857142857143
Netclan20241065,https://insights.blackcoffer.com/analytical-solution-for-a-tech-firm/,5,2,0.4285713673469475,0.12068965309155771,9.666666666666666,0.3620689655172414,4.011494252873564,9.666666666666666,21,58,2.293103448275862,2,7.310344827586207
Netclan20241066,https://insights.blackcoffer.com/ai-solution-for-a-technology-information-and-internet-firm/,5,0,0.99999980000004,0.08196721177102932,15.25,0.4426229508196721,6.277049180327869,15.25,27,61,2.442622950819672,1,7.573770491803279
Netclan20241067,https://insights.blackcoffer.com/ai-and-nlp-based-solutions-to-automate-data-discovery-for-venture-capital-and-private-equity-principals/,7,1,0.7499999062500118,0.062015503395228655,14.333333333333334,0.40310077519379844,5.894573643410854,14.333333333333334,52,129,2.310077519379845,1,7.232558139534884
Netclan20241068,https://insights.blackcoffer.com/an-etl-solution-for-an-internet-publishing-firm/,11,0,0.9999999090909174,0.07284768163677033,10.066666666666666,0.2913907284768212,4.143222958057396,10.066666666666666,44,151,2.152317880794702,10,6.397350993377484
Netclan20241069,https://insights.blackcoffer.com/ai-based-algorithmic-trading-bot-for-forex/,4,1,0.599999880000024,0.06493506409175241,11.0,0.3116883116883117,4.524675324675324,11.0,24,77,2.2987012987012987,1,7.090909090909091
Netclan20241070,https://insights.blackcoffer.com/equity-waterfalls-model-based-saas-application-for-real-estate-sector/,4,1,0.599999880000024,0.02976190458475057,8.0,0.3630952380952381,3.345238095238095,8.0,61,168,2.2083333333333335,8,7.083333333333333
Netclan20241071,https://insights.blackcoffer.com/ai-solutions-for-foreign-exchange-an-automated-algo-trading-tool/,9,2,0.636363578512402,0.0567010306355617,13.857142857142858,0.34536082474226804,5.681001472754051,13.857142857142858,67,194,2.154639175257732,4,7.123711340206185
Netclan20241072,https://insights.blackcoffer.com/ai-agent-development-and-deployment-in-jina-ai/,11,6,0.2941176297577865,0.15740740594993144,13.5,0.37962962962962965,5.551851851851852,13.5,41,108,2.361111111111111,3,7.472222222222222
Netclan20241073,https://insights.blackcoffer.com/golden-record-a-knowledge-graph-database-approach-to-unfold-discovery-using-neo4j/,11,3,0.5714285306122479,0.08333333283730159,10.5,0.30357142857142855,4.321428571428572,10.5,51,168,2.107142857142857,15,7.065476190476191
Netclan20241074,https://insights.blackcoffer.com/advanced-ai-for-trading-automation/,10,2,0.6666666111111158,0.06557377013347666,7.956521739130435,0.3224043715846995,3.3115704442860534,7.956521739130435,59,183,2.1639344262295084,9,6.852459016393443
Netclan20241075,https://insights.blackcoffer.com/create-a-knowledge-graph-to-provide-real-time-analytics-recommendations-and-a-single-source-of-truth/,5,3,0.24999996875000394,0.09090908987603308,8.0,0.3522727272727273,3.340909090909091,8.0,31,88,2.284090909090909,1,7.284090909090909
Netclan20241076,https://insights.blackcoffer.com/advanced-ai-for-thermal-person-detection/,4,0,0.9999997500000625,0.07142857015306125,9.333333333333334,0.3392857142857143,3.869047619047619,9.333333333333334,19,56,2.267857142857143,2,7.125
Netclan20241077,https://insights.blackcoffer.com/advanced-ai-for-road-cam-threat-detection/,4,2,0.33333327777778704,0.08955223746936959,11.166666666666666,0.40298507462686567,4.627860696517413,11.166666666666666,27,67,2.388059701492537,2,7.432835820895522
Netclan20241078,https://insights.blackcoffer.com/advanced-ai-for-pedestrian-crossing-safety/,6,3,0.33333329629630043,0.12162161997808622,9.25,0.3783783783783784,3.8513513513513518,9.25,28,74,2.3783783783783785,3,7.5
Netclan20241079,https://insights.blackcoffer.com/handgun-detection-using-yolo/,4,0,0.9999997500000625,0.06060605968778698,11.0,0.36363636363636365,4.545454545454546,11.0,24,66,2.3636363636363638,2,7.484848484848484
Netclan20241080,https://insights.blackcoffer.com/using-graph-technology-to-create-single-customer-view/,5,7,-0.16666665277777895,0.13186813041903153,8.272727272727273,0.4065934065934066,3.4717282717282725,8.272727272727273,37,91,2.4175824175824174,4,7.538461538461538
Netclan20241081,https://insights.blackcoffer.com/car-detection-in-satellite-images/,10,0,0.99999990000001,0.06756756711102996,8.222222222222221,0.2972972972972973,3.4078078078078073,8.222222222222221,44,148,2.195945945945946,8,7.0675675675675675
Netclan20241082,https://insights.blackcoffer.com/building-a-physics-informed-neural-network-for-circuit-evaluation/,11,3,0.5714285306122479,0.07216494808162398,9.7,0.3556701030927835,4.022268041237114,9.7,69,194,2.304123711340206,17,7.298969072164948
Netclan20241083,https://insights.blackcoffer.com/connecting-mongodb-database-to-power-bi-dashboard-dashboard-automation/,7,3,0.39999996000000404,0.05208333306206597,11.294117647058824,0.2864583333333333,4.632230392156863,11.294117647058824,55,192,2.1197916666666665,12,6.697916666666667
Netclan20241084,https://insights.blackcoffer.com/data-transformation/,20,12,0.24999999218750027,0.1322314044122669,9.68,0.2603305785123967,3.976132231404959,9.68,63,242,2.12396694214876,13,6.371900826446281
